id,counter_id,reading,temperature,date,remark
674,2,14565.2998,0,2013-10-30 16:55:01,
675,26,21828.4004,0,2013-10-30 16:55:01,
676,28,12962.5996,0,2013-10-30 16:55:01,
677,1,24111.5996,0,2013-11-01 11:27:19,
678,2,14595.5996,0,2013-11-01 11:27:19,
679,26,21868.0000,0,2013-11-01 11:27:19,
680,28,12991.7002,0,2013-11-01 11:27:19,
681,30,3038.0000,0,2013-11-01 11:27:19,
682,1,24454.4004,0,2013-11-12 09:39:28,
683,2,14832.5996,0,2013-11-12 09:39:28,
684,26,22005.9004,0,2013-11-12 09:39:28,
685,28,13061.2002,0,2013-11-12 09:39:28,
686,1,25295.5996,0,2013-11-28 11:48:00,
687,2,15374.5000,0,2013-11-28 11:48:00,
688,26,22166.5996,0,2013-11-28 11:48:00,
689,28,13121.2002,0,2013-11-28 11:48:00,
690,30,3260.8999,0,2013-11-28 11:48:00,
691,1,26645.0000,0,2013-12-22 13:57:45,
692,2,16206.7197,0,2013-12-22 13:57:45,
693,26,22350.0000,0,2013-12-22 13:57:45,
694,28,13193.4004,0,2013-12-22 13:57:45,
695,30,3456.8000,0,2013-12-22 13:57:45,
696,1,27093.0996,0,2013-12-29 20:52:56,
697,2,16401.6504,0,2013-12-29 20:52:56,
698,26,22401.5996,0,2013-12-29 20:52:56,
699,28,13206.4004,0,2013-12-29 20:52:56,
700,30,3534.8000,0,2013-12-29 20:52:56,
701,1,27488.1992,0,2014-01-07 10:34:31,
702,2,16656.4492,0,2014-01-07 10:34:31,
703,26,22479.0000,0,2014-01-07 10:34:31,
704,28,13231.4004,0,2014-01-07 10:34:31,
705,1,29498.1992,0,2014-03-04 17:56:38,
706,2,18367.8203,0,2014-03-04 17:56:38,
707,26,23409.1992,0,2014-03-04 17:56:38,
708,28,13711.9004,0,2014-03-04 17:56:38,
709,30,4020.6001,0,2014-03-04 17:56:38,
710,1,29694.4004,0,2014-03-11 11:06:33,
711,2,18551.0000,0,2014-03-11 11:06:33,
712,26,23684.0000,0,2014-03-11 11:06:33,
713,28,13874.5996,0,2014-03-11 11:06:33,
714,1,30389.0996,0,2014-04-02 11:04:45,
715,2,18957.3008,0,2014-04-02 11:04:45,
716,26,24565.0000,0,2014-04-02 11:04:45,
717,28,14400.9004,0,2014-04-02 11:04:45,
718,3,1123.0000,0,2014-04-08 10:32:08,
719,1,31464.3008,0,2014-05-05 10:20:29,
720,2,19369.0195,0,2014-05-05 10:20:29,
721,26,25883.4004,0,2014-05-05 10:20:29,
722,28,15097.5000,0,2014-05-05 10:20:29,
723,30,4439.2002,0,2014-05-05 10:20:29,
724,1,32230.0000,0,2014-06-02 08:51:13,
725,2,19631.0293,0,2014-06-02 08:51:13,
726,26,27173.4004,0,2014-06-02 08:51:13,
727,28,15852.7002,0,2014-06-02 08:51:13,
728,30,4612.0000,0,2014-06-02 08:51:13,
729,1,32745.5996,0,2014-06-24 10:24:10,
730,2,19734.6699,0,2014-06-24 10:24:10,
731,26,28310.3008,0,2014-06-24 10:24:10,
732,28,16577.0996,0,2014-06-24 10:24:10,
733,1,32885.5000,0,2014-07-01 01:27:09,
734,2,19766.0996,0,2014-07-01 01:27:09,
735,26,28629.3008,0,2014-07-01 01:27:09,
736,28,16771.6992,0,2014-07-01 01:27:09,
737,1,33326.1016,0,2014-07-18 20:45:23,
738,2,19836.4902,0,2014-07-18 20:45:23,
739,26,29557.8008,0,2014-07-18 20:45:23,
740,28,17385.5996,0,2014-07-18 20:45:23,
741,26,30174.4004,0,2014-07-31 21:54:25,
742,28,17826.6992,0,2014-07-31 21:54:25,
743,1,33636.1992,0,2014-08-11 17:51:34,
744,2,19899.3008,0,2014-08-11 17:51:34,
745,26,30638.4004,0,2014-08-11 17:51:34,
746,28,18184.4004,0,2014-08-11 17:51:34,
747,30,5065.0000,0,2014-08-11 17:51:34,
748,1,33671.3984,0,2014-08-23 13:32:09,
749,2,19908.8008,0,2014-08-23 13:32:09,
750,26,31108.0996,0,2014-08-23 13:32:09,
751,28,18617.4004,0,2014-08-23 13:32:09,
752,1,33683.0000,0,2014-08-25 20:57:53,
753,2,19914.5996,0,2014-08-25 20:57:53,
754,26,31185.9004,0,2014-08-25 20:57:53,
755,28,18685.0000,0,2014-08-25 20:57:53,
756,1,33701.3984,0,2014-08-27 09:26:51,
757,26,31201.0000,0,2014-08-27 09:26:51,
758,28,18691.4004,0,2014-08-27 09:26:51,
759,1,34072.0000,0,2014-09-09 10:35:32,
760,2,19988.0000,0,2014-09-09 10:35:32,
761,26,31670.0000,0,2014-09-09 10:35:32,
762,28,18953.0000,0,2014-09-09 10:35:32,
763,1,34736.8008,0,2014-10-01 11:22:38,
764,2,20103.5996,0,2014-10-01 11:22:38,
765,26,32267.0000,0,2014-10-01 11:22:38,
766,28,19327.0000,0,2014-10-01 11:22:38,
767,30,5321.7002,0,2014-10-01 11:22:38,
768,1,35308.5000,0,2014-10-17 17:18:05,
769,2,20200.6797,0,2014-10-17 17:18:05,
770,26,32714.6992,0,2014-10-17 17:18:05,
771,28,19590.5996,0,2014-10-17 17:18:05,
772,1,35354.6016,0,2014-10-29 20:42:37,
773,2,20280.7598,0,2014-10-29 20:42:37,
774,26,32992.8984,0,2014-10-29 20:42:37,
775,28,19787.1992,0,2014-10-29 20:42:37,
776,4,2280.0000,0,2014-10-31 13:41:52,
777,1,35471.5000,0,2014-10-31 22:12:06,
778,2,20305.8691,0,2014-10-31 22:12:06,
779,26,33014.1016,0,2014-10-31 22:12:06,
780,28,19794.0000,0,2014-10-31 22:12:06,
781,30,5519.5000,0,2014-10-31 22:12:06,
782,1,35690.0000,9,2014-11-10 12:47:06,
783,2,20396.0000,9,2014-11-10 12:47:06,
784,26,33150.0000,9,2014-11-10 12:47:06,
785,28,19878.0000,9,2014-11-10 12:47:06,
786,1,35909.0000,0,2014-11-17 22:22:01,
787,2,20496.5801,0,2014-11-17 22:22:01,
788,26,33210.6016,0,2014-11-17 22:22:01,
789,28,19908.0000,0,2014-11-17 22:22:01,
790,1,36175.8008,0,2014-11-24 14:21:04,
791,2,20626.8906,0,2014-11-24 14:21:04,
792,26,33276.6016,0,2014-11-24 14:21:04,
793,28,19935.6992,0,2014-11-24 14:21:04,
794,1,36850.5000,0,2014-12-08 11:17:09,
795,2,21075.5801,0,2014-12-08 11:17:09,
796,26,33354.1992,0,2014-12-08 11:17:09,
797,28,19960.5996,0,2014-12-08 11:17:09,
798,30,5799.1001,0,2014-12-08 11:17:09,
799,4,2299.0000,0,2015-01-02 11:21:37,
800,1,38029.1992,0,2015-01-06 17:25:41,
801,2,21875.2305,0,2015-01-06 17:25:41,
802,26,33547.8008,0,2015-01-06 17:25:41,
803,28,20048.9004,0,2015-01-06 17:25:41,
804,30,6043.2998,0,2015-01-06 17:25:41,
805,1,38605.5000,0,2015-01-21 20:37:36,
806,2,22313.0000,0,2015-01-21 20:37:36,
807,26,33697.1992,0,2015-01-21 20:37:36,
808,28,20110.8008,0,2015-01-21 20:37:36,
809,1,38642.6016,0,2015-01-22 20:23:33,
810,2,22365.0000,0,2015-01-22 20:23:33,
811,26,33700.5000,0,2015-01-22 20:23:33,
812,28,20111.0000,0,2015-01-22 20:23:33,
813,1,38745.0000,0,2015-01-24 20:39:54,
814,2,22426.6699,0,2015-01-24 20:39:54,
815,26,33706.8984,0,2015-01-24 20:39:54,
816,28,20111.0996,0,2015-01-24 20:39:54,
817,1,38861.3008,0,2015-01-31 09:09:14,
818,2,22595.5996,0,2015-01-31 09:09:14,
819,26,33750.5000,0,2015-01-31 09:09:14,
820,28,20131.8008,0,2015-01-31 09:09:14,
821,1,38930.1992,0,2015-02-01 11:46:25,
822,2,22648.4395,0,2015-02-01 11:46:25,
823,26,33756.3984,0,2015-02-01 11:46:25,
824,28,20132.5996,0,2015-02-01 11:46:25,
825,1,39073.1992,0,2015-02-10 20:08:32,
826,2,22904.4102,0,2015-02-10 20:08:32,
827,26,33962.1992,0,2015-02-10 20:08:32,
828,28,20284.9004,0,2015-02-10 20:08:32,
829,1,39228.8008,0,2015-02-18 14:07:56,
830,2,23139.6992,0,2015-02-18 14:07:56,
831,26,34118.0000,0,2015-02-18 14:07:56,
832,28,20378.0000,0,2015-02-18 14:07:56,
833,1,39389.3008,0,2015-02-22 12:19:51,
834,2,23296.6309,0,2015-02-22 12:19:51,
835,26,34173.3008,0,2015-02-22 12:19:51,
836,28,20403.8008,0,2015-02-22 12:19:51,
837,1,39497.1992,0,2015-03-01 09:53:01,
838,2,23461.7402,0,2015-03-01 09:53:01,
839,26,34335.0000,0,2015-03-01 09:53:01,
840,28,20514.0000,0,2015-03-01 09:53:01,
841,30,6413.2998,0,2015-03-01 09:53:01,
842,1,39597.6016,0,2015-03-09 11:25:35,
843,2,23647.6602,0,2015-03-09 11:25:35,
844,26,34557.5000,0,2015-03-09 11:25:35,
845,28,20669.3008,0,2015-03-09 11:25:35,
846,1,39722.8008,0,2015-03-18 21:13:34,
847,2,23847.4902,0,2015-03-18 21:13:34,
848,26,34894.8984,0,2015-03-18 21:13:34,
849,28,20932.0996,0,2015-03-18 21:13:34,
850,1,39900.1992,0,2015-03-25 13:20:39,
851,2,24008.9492,0,2015-03-25 13:20:39,
852,26,35130.3984,0,2015-03-25 13:20:39,
853,28,21091.3008,0,2015-03-25 13:20:39,
854,1,39986.6016,0,2015-03-31 17:52:21,
855,2,24130.0000,0,2015-03-31 17:52:21,
856,26,35320.8008,0,2015-03-31 17:52:21,
857,28,21235.5996,0,2015-03-31 17:52:21,
858,1,40134.1016,0,2015-04-12 08:53:44,
859,2,24328.3008,0,2015-04-12 08:53:44,
860,26,35887.8984,0,2015-04-12 08:53:44,
861,28,21675.0000,0,2015-04-12 08:53:44,
862,1,40149.3008,0,2015-04-16 09:30:42,
863,2,24361.4004,0,2015-04-16 09:30:42,
864,26,36142.6016,0,2015-04-16 09:30:42,
865,28,21906.5996,0,2015-04-16 09:30:42,
866,1,40219.6016,0,2015-04-20 12:00:32,
867,2,24417.5000,0,2015-04-20 12:00:32,
868,26,36402.0000,0,2015-04-20 12:00:32,
869,28,22069.1992,0,2015-04-20 12:00:32,
870,1,40232.8008,0,2015-04-23 09:17:33,
871,2,24441.4004,0,2015-04-23 09:17:33,
872,26,36556.1016,0,2015-04-23 09:17:33,
873,28,22206.0996,0,2015-04-23 09:17:33,
874,1,40353.5000,0,2015-05-01 20:54:10,
875,2,24522.5996,0,2015-05-01 20:54:10,
876,26,36962.3008,0,2015-05-01 20:54:10,
877,28,22509.6992,0,2015-05-01 20:54:10,
878,1,40744.1016,0,2015-05-19 08:43:30,
879,2,24673.8008,0,2015-05-19 08:43:30,
880,3,1400.0000,0,2015-05-19 08:43:30,
881,26,37908.6016,0,2015-05-19 08:43:30,
882,28,23206.0996,0,2015-05-19 08:43:30,
883,30,6914.8999,0,2015-05-19 08:43:30,
884,1,40887.3984,0,2015-06-01 08:43:06,
885,2,24774.0000,0,2015-06-01 08:43:06,
886,3,1408.0000,0,2015-06-01 08:43:06,
887,26,38471.6016,0,2015-06-01 08:43:06,
888,28,23608.6992,0,2015-06-01 08:43:06,
889,1,41003.1016,0,2015-06-14 19:15:59,
890,2,24816.4004,0,2015-06-14 19:15:59,
891,26,39212.6992,0,2015-06-14 19:15:59,
892,28,24238.6992,0,2015-06-14 19:15:59,
893,1,41317.3008,0,2015-07-08 19:06:21,
894,2,24878.3008,0,2015-07-08 19:06:21,
895,26,40440.3008,0,2015-07-08 19:06:21,
896,28,25177.4004,0,2015-07-08 19:06:21,
897,1,41582.6992,0,2015-08-01 21:00:12,
898,2,24951.6992,0,2015-08-01 21:00:12,
899,26,41577.6992,0,2015-08-01 21:00:12,
900,28,26052.5000,0,2015-08-01 21:00:12,
901,4,2367.0000,0,2015-08-05 09:42:58,
902,1,41702.8008,0,2015-08-15 14:29:31,
903,2,24987.0000,0,2015-08-15 14:29:31,
904,26,42324.3984,0,2015-08-15 14:29:31,
905,28,26665.4004,0,2015-08-15 14:29:31,
906,30,7399.1001,0,2015-08-15 14:29:31,
907,1,41738.8984,0,2015-08-29 18:31:42,
908,2,24998.4004,0,2015-08-29 18:31:42,
909,26,42869.5000,0,2015-08-29 18:31:42,
910,28,27176.9004,0,2015-08-29 18:31:42,
911,1,37922.0000,0,2014-12-31 00:00:00,
912,2,21727.0000,0,2015-01-01 00:00:00,
914,2,25002.5000,0,2015-08-31 19:53:28,
915,26,42991.8984,0,2015-08-31 19:53:28,
916,28,27290.5996,0,2015-08-31 19:53:28,
917,1,41832.5000,0,2015-09-13 20:17:08,
918,2,25034.9004,0,2015-09-13 20:17:08,
919,26,43451.1016,0,2015-09-13 20:17:08,
920,28,27691.9004,0,2015-09-13 20:17:08,
921,26,43728.1016,0,2015-09-25 07:56:18,
922,2,25064.8008,0,2015-09-25 07:56:18,
923,1,41879.8008,0,2015-09-25 07:56:18,
924,28,27934.8008,0,2015-09-25 07:56:18,
925,1,41913.1992,0,2015-10-01 09:12:41,
926,2,25086.5996,0,2015-10-01 09:12:41,
927,26,43999.3008,0,2015-10-01 09:12:41,
928,28,28171.8008,0,2015-10-01 09:12:41,
929,1,42000.6016,0,2015-10-05 19:50:05,
930,2,25107.5996,0,2015-10-05 19:50:05,
931,26,44218.1992,0,2015-10-05 19:50:05,
932,28,28356.8008,0,2015-10-05 19:50:05,
933,1,42106.3984,0,2015-10-12 20:03:17,
934,2,25146.9004,0,2015-10-12 20:03:17,
935,26,44405.3008,0,2015-10-12 20:03:17,
936,28,28468.9004,0,2015-10-12 20:03:17,
937,1,42324.5000,0,2015-11-01 09:14:41,
938,2,25319.9004,0,2015-11-01 09:14:41,
939,26,44681.6016,0,2015-11-01 09:14:41,
940,28,28649.1992,0,2015-11-01 09:14:41,
941,30,7854.6001,0,2015-11-01 09:14:41,
942,1,42345.1016,0,2015-11-03 19:18:14,
943,26,44771.3008,0,2015-11-03 19:18:14,
944,28,28721.3008,0,2015-11-03 19:18:14,
945,26,44800.8984,0,2015-11-05 08:44:52,
946,28,28747.4004,0,2015-11-05 08:44:52,
947,26,44837.6992,0,2015-11-05 18:43:14,
948,28,28781.8008,0,2015-11-05 18:43:14,
949,1,42302.5000,0,2015-11-11 15:05:10,
950,2,25391.9004,0,2015-11-11 15:05:10,
951,26,44928.6992,0,2015-11-11 15:05:10,
952,28,28850.6992,0,2015-11-11 15:05:10,
953,1,42636.8984,0,2015-11-24 10:19:16,
954,2,25513.0996,0,2015-11-24 10:19:16,
955,3,57.0000,0,2015-11-24 10:19:16,
956,26,45022.3984,0,2015-11-24 10:19:16,
957,28,28902.8008,0,2015-11-24 10:19:16,
958,1,42805.8008,0,2015-12-01 15:56:20,
959,2,25649.0996,0,2015-12-01 15:56:20,
960,26,45075.1992,0,2015-12-01 15:56:20,
961,28,28931.6992,0,2015-12-01 15:56:20,
962,1,43068.6992,0,2015-12-11 11:55:58,
963,2,25786.8809,0,2015-12-11 11:55:58,
964,26,45184.5000,0,2015-12-11 11:55:58,
965,28,28992.8008,0,2015-12-11 11:55:58,
966,1,43631.1992,0,2015-12-31 11:19:17,
967,2,26021.8008,0,2015-12-31 11:19:17,
968,3,80.0000,0,2015-12-31 11:19:17,
969,26,45346.6992,0,2015-12-31 11:19:17,
970,28,29075.8008,0,2015-12-31 11:19:17,
971,30,8257.0000,0,2015-12-31 16:55:12,
972,1,44165.3984,0,2016-01-22 11:55:23,
973,2,26410.4004,0,2016-01-22 11:55:23,
974,26,45500.6992,0,2016-01-22 11:55:23,
975,28,29143.6992,0,2016-01-22 11:55:23,
976,30,8417.9004,0,2016-01-22 11:55:23,
977,1,44189.5000,0,2016-01-23 10:05:10,
978,2,26432.5996,0,2016-01-23 10:05:10,
979,26,45521.1016,0,2016-01-23 10:05:10,
980,28,29154.6992,0,2016-01-23 10:05:10,
981,1,45122.3984,0,2016-02-29 22:49:54,
982,2,27108.3496,0,2016-02-29 22:49:54,
983,26,46054.6992,0,2016-02-29 22:49:54,
984,28,29420.0996,0,2016-02-29 22:49:54,
985,30,8672.0996,0,2016-02-29 22:49:54,
986,1,45623.3984,0,2016-03-30 12:27:16,
987,2,27554.5195,0,2016-03-30 12:27:16,
988,26,46807.6992,0,2016-03-30 12:27:16,
989,28,29933.0996,0,2016-03-30 12:27:16,
990,1,46085.6016,0,2016-05-02 11:54:22,
991,2,27848.8008,0,2016-05-02 11:54:22,
992,26,48262.6016,0,2016-05-02 11:54:22,
993,28,31024.8008,0,2016-05-02 11:54:22,
994,4,2421.0000,0,2016-05-14 09:59:04,
995,1,46491.8008,0,2016-05-31 20:45:10,
996,2,27987.0000,0,2016-05-31 20:45:10,
997,26,49771.1992,0,2016-05-31 20:45:10,
998,28,32134.3008,0,2016-05-31 20:45:10,
999,1,46833.6992,0,2016-07-01 08:10:52,
1000,2,28064.6895,0,2016-07-01 08:10:52,
1001,26,51185.5000,0,2016-07-01 08:10:52,
1002,28,33171.8984,0,2016-07-01 08:10:52,
1003,30,9312.9004,0,2016-07-01 08:10:52,
1004,3,210.0000,0,2016-07-08 12:06:09,
1005,1,47217.0000,0,2016-08-26 11:47:28,
1006,2,28171.9004,0,2016-08-26 11:47:28,
1007,3,231.0000,0,2016-08-26 11:47:28,
1008,26,53703.3984,0,2016-08-26 11:47:28,
1009,28,35275.8008,0,2016-08-26 11:47:28,
1010,1,47248.8008,0,2016-09-01 09:19:08,
1011,2,28183.8008,0,2016-09-01 09:19:08,
1012,26,54013.5000,0,2016-09-01 09:19:08,
1013,28,35557.6992,0,2016-09-01 09:19:08,
1014,1,47324.6016,0,2016-09-11 17:16:25,
1015,2,28205.8008,0,2016-09-11 17:16:25,
1016,26,54538.1016,0,2016-09-11 17:16:25,
1017,28,36012.6992,0,2016-09-11 17:16:25,
1018,1,47670.3984,0,2016-10-02 11:40:53,
1019,2,28263.0000,0,2016-10-02 11:40:53,
1020,26,55294.1016,0,2016-10-02 11:40:53,
1021,28,36481.0000,0,2016-10-02 11:40:53,
1022,26,55617.8984,0,2016-10-17 11:11:01,
1023,28,36799.6992,0,2016-10-17 11:11:01,
1024,3,260.0000,0,2016-10-21 09:52:13,
1025,4,2450.0000,0,2016-10-21 09:52:13,
1026,1,48139.3008,0,2016-10-29 19:03:15,
1027,2,28419.0996,0,2016-10-29 19:03:15,
1028,26,55805.6016,0,2016-10-29 19:03:15,
1029,28,36927.8984,0,2016-10-29 19:03:15,
1030,26,55842.8008,0,2016-11-01 12:02:28,
1031,28,36947.8008,0,2016-11-01 12:02:28,
1032,1,48220.3008,0,2016-11-02 14:21:21,
1033,2,28452.8008,0,2016-11-02 14:21:21,
1034,26,55866.8984,0,2016-11-02 14:21:21,
1035,28,36964.5000,0,2016-11-02 14:21:21,
1036,1,48707.1992,0,2016-11-25 19:01:11,
1037,2,28767.0996,0,2016-11-25 19:01:11,
1038,26,56098.6016,0,2016-11-25 19:01:11,
1039,28,37079.1992,0,2016-11-25 19:01:11,
1040,1,48878.1016,0,2016-11-30 19:47:42,
1041,2,28864.1992,0,2016-11-30 19:47:42,
1042,26,56198.3008,0,2016-11-30 19:47:42,
1043,28,37141.3008,0,2016-11-30 19:47:42,
1044,30,10041.0996,0,2016-11-30 19:47:42,
1045,1,48878.1016,0,2016-11-30 19:47:47,
1046,2,28864.1992,0,2016-11-30 19:47:47,
1047,26,56198.3008,0,2016-11-30 19:47:47,
1048,28,37141.3008,0,2016-11-30 19:47:47,
1049,30,10041.0996,0,2016-11-30 19:47:47,
1050,1,49674.0000,0,2016-12-23 13:59:06,
1051,2,29316.3008,0,2016-12-23 13:59:06,
1052,26,56354.6016,0,2016-12-23 13:59:06,
1053,28,37209.6016,0,2016-12-23 13:59:06,
1054,1,49920.3984,0,2017-01-02 12:01:06,
1055,2,29483.5000,0,2017-01-02 12:01:06,
1056,26,56438.1016,0,2017-01-02 12:01:06,
1057,28,37250.6016,0,2017-01-02 12:01:06,
1058,1,50450.6992,0,2017-02-02 13:47:29,
1059,2,30115.5996,0,2017-02-02 13:47:29,
1060,26,56856.5000,0,2017-02-02 13:47:29,
1061,28,37529.1016,0,2017-02-02 13:47:29,
1062,1,50836.3008,0,2017-03-01 14:31:06,
1063,2,30518.4004,0,2017-03-01 14:31:06,
1064,26,57353.1992,0,2017-03-01 14:31:06,
1065,28,37868.8984,0,2017-03-01 14:31:06,
1066,1,51183.8008,0,2017-03-22 13:47:35,
1067,2,30797.5996,0,2017-03-22 13:47:35,
1068,26,57923.5117,0,2017-03-22 13:47:35,
1069,28,38271.1992,0,2017-03-22 13:47:35,
1070,1,51290.0000,0,2017-04-01 09:09:46,
1071,2,30883.0000,0,2017-04-01 09:09:46,
1072,26,58418.6016,0,2017-04-01 09:09:46,
1073,28,38685.8984,0,2017-04-01 09:09:46,
1074,1,51689.6992,0,2017-04-30 19:15:10,
1075,2,31117.8008,0,2017-04-30 19:15:10,
1076,26,59633.1016,0,2017-04-30 19:15:10,
1077,28,39566.3984,0,2017-04-30 19:15:10,
1078,1,52013.1992,0,2017-05-30 17:32:02,
1079,2,31241.0000,0,2017-05-30 17:32:02,
1080,26,61089.3008,0,2017-05-30 17:32:02,
1081,28,40707.8008,0,2017-05-30 17:32:02,
1082,26,61136.6992,0,2017-05-31 20:55:50,
1083,28,40742.6016,0,2017-05-31 20:55:50,
1084,1,52456.5000,0,2017-07-03 08:35:20,
1085,2,31332.1992,0,2017-07-03 08:35:20,
1086,26,62626.3008,0,2017-07-03 08:35:20,
1087,28,41787.6016,0,2017-07-03 08:35:20,
1088,1,52657.1992,0,2017-07-22 14:13:11,
1089,2,31379.5508,0,2017-07-22 14:13:11,
1090,26,63520.5000,0,2017-07-22 14:13:11,
1091,28,42489.6016,0,2017-07-22 14:13:11,
1092,1,52720.0000,0,2017-08-02 18:28:47,
1093,2,31384.0000,0,2017-08-02 18:28:47,
1094,26,63913.0000,0,2017-08-02 18:28:47,
1095,28,42815.0000,0,2017-08-02 18:28:47,
1096,1,52978.6016,0,2017-09-01 08:30:50,
1097,2,31466.3008,0,2017-09-01 08:30:50,
1098,26,65162.0000,0,2017-09-01 08:30:50,
1099,28,43835.0000,0,2017-09-01 08:30:50,
1100,1,53483.0000,0,2017-10-08 17:34:00,
1101,2,31578.0000,0,2017-10-08 17:34:00,
1102,3,436.0000,0,2017-10-08 17:34:00,
1103,4,2491.0000,0,2017-10-08 17:34:00,
1104,26,66309.0000,0,2017-10-08 17:34:00,
1105,28,44661.0000,0,2017-10-08 17:34:00,
1106,1,53953.0000,0,2017-11-02 10:54:33,
1107,2,31727.0000,0,2017-11-02 10:54:33,
1108,26,66858.0000,0,2017-11-02 10:54:33,
1109,28,45042.0000,0,2017-11-02 10:54:33,
1110,1,54916.0000,0,2017-12-18 17:36:43,
1111,2,32312.0000,0,2017-12-18 17:36:43,
1112,26,67116.0000,0,2017-12-18 17:36:43,
1113,28,45156.0000,0,2017-12-18 17:36:43,
1114,1,56530.0000,0,2018-03-24 18:22:48,
1115,2,33808.0000,0,2018-03-24 18:22:48,
1116,26,68713.0000,0,2018-03-24 18:22:48,
1117,28,46268.0000,0,2018-03-24 18:22:48,
1118,30,12521.0000,0,2018-03-24 18:22:48,
1119,1,56999.0000,0,2018-04-30 17:34:44,
1120,2,34030.0000,0,2018-04-30 17:34:44,
1121,26,70440.0000,0,2018-04-30 17:34:44,
1122,28,47585.0000,0,2018-04-30 17:34:44,
1123,1,57629.0000,0,2018-06-30 23:50:51,
1124,2,34197.0000,0,2018-06-30 23:50:51,
1125,26,73649.0000,0,2018-06-30 23:50:51,
1126,28,50089.0000,0,2018-06-30 23:50:51,
1127,1,57899.0000,0,2018-08-03 20:38:07,
1128,2,34273.0000,0,2018-08-03 20:38:07,
1129,26,75536.0000,0,2018-08-03 20:38:07,
1130,28,51675.0000,0,2018-08-03 20:38:07,
1131,1,57956.0000,0,2018-08-15 19:37:27,
1132,2,34295.0000,0,2018-08-15 19:37:27,
1133,26,76134.0000,0,2018-08-15 19:37:27,
1134,28,52195.0000,0,2018-08-15 19:37:27,
1135,1,58119.0000,0,2018-09-01 16:58:58,
1136,2,34332.0000,0,2018-09-01 16:58:58,
1137,26,76948.0000,0,2018-09-01 16:58:58,
1138,28,52867.0000,0,2018-09-01 16:58:58,
1139,1,58253.0000,0,2018-09-15 19:19:09,
1140,2,34364.0000,0,2018-09-15 19:19:09,
1141,26,77464.0000,0,2018-09-15 19:19:09,
1142,28,53273.0000,0,2018-09-15 19:19:09,
1143,1,58365.0000,0,2018-09-25 16:42:53,
1144,2,34387.0000,0,2018-09-25 16:42:53,
1145,26,77844.0000,0,2018-09-25 16:42:53,
1146,28,53589.0000,0,2018-09-25 16:42:53,
1147,1,58424.0000,0,2018-09-30 18:51:53,
1148,2,34413.0000,0,2018-09-30 18:51:53,
1149,3,634.0000,0,2018-09-30 18:51:53,
1150,26,78079.0000,0,2018-09-30 18:51:53,
1151,28,53769.0000,0,2018-09-30 18:51:53,
1152,1,58501.0000,0,2018-10-14 18:31:59,
1153,2,34470.0000,0,2018-10-14 18:31:59,
1154,26,78601.0000,0,2018-10-14 18:31:59,
1155,28,54236.0000,0,2018-10-14 18:31:59,
1156,1,58641.0000,0,2018-10-31 16:34:35,
1157,2,34583.0000,0,2018-10-31 16:34:35,
1158,26,78882.0000,0,2018-10-31 16:34:35,
1159,28,54466.0000,0,2018-10-31 16:34:35,
1160,2,34632.0000,0,2018-11-07 09:26:44,
1161,2,52.0000,0,2018-11-14 07:29:22,
1162,1,58792.0000,0,2018-11-14 07:31:07,
1163,26,79112.0000,0,2018-11-14 07:31:07,
1164,28,54645.0000,0,2018-11-14 07:31:07,
1165,30,13660.0000,0,2018-11-14 07:31:07,
1166,1,59053.0000,0,2018-11-30 15:12:54,
1167,2,263.0000,0,2018-11-30 15:12:54,
1168,26,79275.0000,0,2018-11-30 15:12:54,
1169,28,54744.0000,0,2018-11-30 15:12:54,
1170,1,59516.0000,0,2018-12-16 15:13:21,
1171,2,544.0000,0,2018-12-16 15:13:21,
1172,3,683.0000,0,2018-12-16 15:13:21,
1173,4,2562.0000,0,2018-12-16 15:13:21,
1174,26,79369.0000,0,2018-12-16 15:13:21,
1175,28,54795.0000,0,2018-12-16 15:13:21,
1176,30,13847.0000,0,2018-12-16 15:13:21,
1177,1,59806.0000,0,2019-01-06 19:28:08,
1178,2,845.0000,0,2019-01-06 19:28:08,
1179,26,79459.0000,0,2019-01-06 19:28:08,
1180,28,54848.0000,0,2019-01-06 19:28:08,
1181,1,59921.0000,0,2019-01-19 15:04:45,
1182,2,1015.0000,0,2019-01-19 15:04:45,
1183,26,79573.0000,0,2019-01-19 15:04:45,
1184,28,54936.0000,0,2019-01-19 15:04:45,
1185,30,14020.0000,0,2019-01-19 15:04:45,
1186,1,60019.0000,0,2019-01-31 20:23:30,
1187,2,1264.0000,0,2019-01-31 20:23:30,
1188,26,79729.0000,0,2019-01-31 20:23:30,
1189,28,55063.0000,0,2019-01-31 20:23:30,
1190,30,14081.0000,0,2019-01-31 20:23:30,
1191,1,60271.0000,0,2019-02-25 15:20:25,
1192,2,1614.0000,0,2019-02-25 15:20:25,
1193,3,709.0000,0,2019-02-25 15:20:25,
1194,4,2569.0000,0,2019-02-25 15:20:25,
1195,26,80337.0000,0,2019-02-25 15:20:25,
1196,28,55557.0000,0,2019-02-25 15:20:25,
1197,1,60340.0000,0,2019-03-02 19:40:40,
1198,2,1688.0000,0,2019-03-02 19:40:40,
1199,26,80504.0000,0,2019-03-02 19:40:40,
1200,28,55696.0000,0,2019-03-02 19:40:40,
1201,1,60558.0000,0,2019-03-31 20:11:44,
1202,2,1977.0000,0,2019-03-31 20:11:44,
1203,26,81427.0000,0,2019-03-31 20:11:44,
1204,28,56476.0000,0,2019-03-31 20:11:44,
